Turtle_id,Turtle_name,Species,Weight,CCL_a,Madad
12,Lior,Loggerhead,1880.5,22.0,1.9426652892561984
23,Padung-boney,Green Turtle,33000.0,64.5,0.9915269515053182
27,Shraga,Loggerhead,16.0,4.4,0.8264462809917354
28,Yehuda,Loggerhead,16.9,4.5,0.8345679012345678
36,Shimon,Loggerhead,6000.0,37.7,0.8443034145037254
37,Dror,Loggerhead,6200.0,38.5,0.8365660313712262
38,Halel4,Red Ear Slider,626.0,17.0,1.0830449826989619
39,Nokdim,Red Ear Slider,70.0,7.7,1.1806375442739079
44,Solomon,Green Turtle,2253.0,26.4,0.8081525482093664
45,Avinoam,Loggerhead,45000.0,72.0,0.9645061728395061
61,Razon yonsy,Loggerhead,7000.0,35.0,1.4285714285714286
67,Chomy,Loggerhead,67.0,8.0,1.046875
69,Zeresh,Loggerhead,86.0,8.5,1.1903114186851211
70,y Chovlim,Loggerhead,41000.0,70.0,0.9297052154195011
71,Israel,Loggerhead,59.0,7.8,0.9697567389875082
73,Yosi,Loggerhead,50.95,6.5,1.2059171597633136
74,Roy,Green Turtle,217.0,11.5,1.6408317580340264
77,Gladis,Leatherback,355000.0,157.0,1.440220698608463
79,Rahav,Green Turtle,32000.0,65.5,0.828752533198661
80,Quasimodo,Loggerhead,39500.0,68.0,0.9491541714725105
92,Raziel,Loggerhead,6800.0,37.4,0.9722897423432183
94,Geled,Green Turtle,2630.0,29.0,0.781807372175981
97,Alona,Loggerhead,14400.0,50.8,0.9300018600037201
99,Shon Perez,Loggerhead,37000.0,66.3,0.9352595635977767
108,potipher,Red Ear Slider,673.5,18.5,0.9839298758217677
133,Kesari,Loggerhead,3700.0,66.0,0.09437812468115497
134,Silver,Loggerhead,49.4,8.9,0.6236586289609897
152,Shever157,Loggerhead,279.5,12.8,1.7059326171874998
159,1/2 headless terapin,Caspian Turtle,932.0,21.0,1.056689342403628
160,No-nail,Red Ear Slider,664.0,19.4,0.8821341268997769
162,Byuko,Loggerhead,128.5,9.8,1.3379841732611408
182,Ezzo2,Red Ear Slider,105.0,8.7,1.3872374157748715
185,Svetlana,Nile Softshell,1370.0,27.0,0.46982167352537724
186,Nizanim,Loggerhead,150.0,10.1,1.4704440741103815
188,Molly,Loggerhead,20000.0,48.8,1.399713338708233
189,Ellie1,Red Ear Slider,210.0,11.6,1.5606420927467302
190,Ellie2,Red Ear Slider,171.0,10.8,1.4660493827160492
191,Ellie3,Red Ear Slider,132.5,9.5,1.4681440443213296
195,Raphi Yaabetz,Red Ear Slider,351.0,14.2,0.8703630232096807
196,Mary,Red Ear Slider,588.0,16.2,1.1202560585276635
204,Foofoo,Loggerhead,17.5,4.4,0.9039256198347106
207,Almog Tiger,Red Ear Slider,600.0,16.4,1.1154074955383702
214,Kobi the 2nd,Loggerhead,79.0,8.5,1.0934256055363323
218,Malachy,Loggerhead,65.0,7.6,1.1253462603878117
220,Sheleg,Loggerhead,37.0,7.0,0.7551020408163265
228,Danny boy,Green Turtle,111.0,9.3,1.2833853624696496
246,Guy Tzoref,Loggerhead,23740.0,57.0,0.9133579562942444
270,Rephael Ninjely,Loggerhead,4940.0,35.6,0.7795732862012372
275,Dror the 2nd,Loggerhead,6.0,8.0,0.09375
323,Dlila,Loggerhead,251.0,12.5,1.6064
335,Max,Loggerhead,391.0,14.0,1.9948979591836735
373,Booli,Loggerhead,115.0,9.2,1.3586956521739133
380,Avner,Loggerhead,474.0,15.5,0.9864724245577523
422,Mimi,Loggerhead,723.0,17.4,1.1940150614348002
428,Alex,Green Turtle,123.5,9.7,1.3125730683388246
432,David,Loggerhead,119.0,9.5,1.3185595567867037
433,Liat,Loggerhead,852.5,18.7,1.2189367725699907
438,Eli Markos,Green Turtle,72280.0,83.6,1.0342025136787163
440,Koome,Loggerhead,74.0,8.7,0.9776720834984809
442,Jeff,Loggerhead,115.0,9.7,1.2222340312466788
443,Booch,Loggerhead,82.0,9.0,1.0123456790123457
446,Baba,Loggerhead,81.5,9.0,1.0061728395061729
447,Putzker,Loggerhead,32320.0,61.6,1.0646820711755776
448,Patrica 1,Red Ear Slider,2420.0,25.0,1.936
449,Patrica 2,Red Ear Slider,320.0,13.0,1.893491124260355
452,Ori,Loggerhead,56.5,7.4,1.0317750182615046
456,Fender,Loggerhead,46700.0,71.1,1.0264437854983057
458,Mishmish,Loggerhead,44.5,7.6,0.7704293628808865
459,Alberto,Loggerhead,1400.0,22.2,1.4203392581770962
460,Hymika,Loggerhead,25820.0,56.5,1.0110423682355705
462,Yonny,Loggerhead,136.0,10.2,1.3071895424836601
483,Itamar,Loggerhead,3040.0,27.5,1.0049586776859505
484,Doron the 2nd,Loggerhead,52.5,7.4,0.9587289992695397
510,Lior the 2nd,Loggerhead,96.0,9.0,1.1851851851851851
854,Zion,Nile Softshell,3250.0,35.0,0.6632653061224489
855,Bill,Nile Softshell,37.0,7.0,0.7551020408163265
861,Rach,Nile Softshell,493.0,16.0,0.962890625
862,Or,Nile Softshell,1640.0,28.5,0.5047706986765158
863,Shvili,Nile Softshell,2397.0,32.5,0.5673372781065089
868,Halel3,Red Ear Slider,794.0,18.8,1.1232458125848799
869,Shin Shin,Red Ear Slider,8.0,3.7,0.5843681519357194
874,Roei,Red Ear Slider,759.0,18.1,1.158389548548579
876,Malachi3,Red Ear Slider,112.0,9.1,1.352493660185968
879,Ezzo1,Red Ear Slider,190.0,10.5,1.7233560090702948
880,Ezzo3,Red Ear Slider,818.0,17.3,1.366567543185539
882,Malachi1,Red Ear Slider,127.0,9.5,1.407202216066482
883,Halel1,Red Ear Slider,705.0,16.9,1.2342004831763596
893,Nizan,Loggerhead,16100.0,51.0,1.0316544918621042
894,Mazal,Loggerhead,19000.0,55.2,0.7794449695442133
903,Jackson the champ,Loggerhead,31500.0,64.0,0.9613037109375
906,Natan,Loggerhead,22000.0,57.0,0.8464142813173284
910,Filthy Harry,Loggerhead,26800.0,51.0,1.717288222478534
913,Doogit,Loggerhead,22000.0,56.5,0.8614613517111755
956,Matityahu,Loggerhead,6000.0,36.8,0.8861058601134216
960,Troompeldor,Loggerhead,10000.0,42.0,1.1337868480725624
963,Baruch,Loggerhead,35.35,6.2,0.919614984391259
968,Shmuel,Loggerhead,1820.0,34.0,0.393598615916955
1014,Kobby,Loggerhead,210.0,11.2,1.674107142857143
1095,Liran,Green Turtle,30000.0,61.0,1.0077936038699273
1113,Vespa,Green Turtle,1350.0,21.0,1.530612244897959
1146,Ben,Green Turtle,5100.0,38.5,0.6881430258053635
1152,Dawn (Lifnot boker),Green Turtle,3430.0,30.5,0.9217952163396936
1154,Sandra,Green Turtle,1447.1,22.6,1.4166144568877748
1184,87 Isashar,Green Turtle,49000.0,68.4,1.1637008918223648
1199,158 Asher,Green Turtle,54860.0,72.2,1.1693348645950299
1203,402 Gad,Green Turtle,51540.0,71.3,1.1264783388968775
1206,Pitusea,Loggerhead,362.0,13.8,1.9008611636210877
1214,Sarosi,Loggerhead,26140.0,59.7,0.9167838073673784
1230,David 3,Loggerhead,92.0,8.5,1.273356401384083
1243,July,Loggerhead,47800.0,71.5,1.0388989409968432
1256,Sergeai,Loggerhead,291.5,14.4,0.70288387345679
1259,Refael,Loggerhead,1644.0,22.5,1.6237037037037036
1260,Yonah,Green Turtle,31620.0,63.2,0.9895499519307802
1265,Meshi,Loggerhead,25700.0,59.5,0.9074217922463103
1325,Chen,Green Turtle,4760.0,31.5,1.199294532627866
1462,Dolev,Loggerhead,53.5,7.2,1.0320216049382716
2101,Tova,Loggerhead,23280.0,56.0,0.9279336734693877
2107,Fares,Green Turtle,1403.0,21.8,1.4760962881912296
2109,Itzik,Loggerhead,319.0,12.7,1.9778039556079112
2119,Krembo,Loggerhead,27860.0,59.8,0.9738425744678473
2120,Chalooshes,Green Turtle,1656.0,23.8,1.4617611750582584
2124,Moshe,Loggerhead,230.0,11.3,1.8012373717597305
2127,Tchompee,Loggerhead,25580.0,57.5,0.9671077504725898
2129,Raz,Loggerhead,365.0,13.7,1.944696041344771
2131,yossef,Loggerhead,422.5,14.1,1.0625723052160354
2132,Foohad,Loggerhead,672.0,17.6,1.0847107438016528
2133,Tony (Fat Tony),Loggerhead,315.5,13.8,1.6566897710565005
2141,Effi,Loggerhead,291.5,12.6,1.8361048122952885
2142,Gadi,Loggerhead,68.0,8.0,1.0625
2143,Tsvika,Loggerhead,267.0,12.4,1.736472424557752
2147,Tofu,Loggerhead,80.5,8.2,1.1972040452111838
2148,Amirko,Loggerhead,288.0,12.3,1.9036287923854847
2163,Roni,Loggerhead,181.5,10.9,1.5276491877788065
2167,Alik,Green Turtle,1623.0,22.2,1.6465790114438763
2168,Shir,Loggerhead,47600.0,71.5,1.0345520835031323
2170,Iris,Loggerhead,43520.0,67.0,1.0772010593797183
2172,Boya,Loggerhead,44060.0,67.0,1.0905670651716541
2173,hahim sarosi,Green Turtle,24900.0,58.6,0.9063879602557979
2175,Shy,Green Turtle,911.0,18.5,1.3308984660336012
2176,Alfred,Green Turtle,1577.0,24.4,1.3244087610857298
2189,Elimelech,Loggerhead,453.0,15.5,0.9427679500520292
2206,Tchiko,Green Turtle,1616.0,21.8,1.7001935863984512
2213,Haifa (the kicking nun),Loggerhead,42950.0,70.0,0.9739229024943311
2215,Fadida,Loggerhead,744.0,17.3,1.2429416285208326
2217,Yair,Loggerhead,574.0,15.7,1.1643474380299406
2218,00-0696-0F-06,Nile Softshell,15.4,56.8,0.0005966698075778615
2222,Frishman,Green Turtle,26300.0,63.2,0.8230602066976446
2223,Jinji,Loggerhead,539.0,14.8,1.2303688823959094
2226,Guili,Loggerhead,30.5,5.6,0.972576530612245
2227,Corfu,Loggerhead,1880.0,23.5,1.702127659574468
2229,Natalya,Loggerhead,22.5,5.1,0.8650519031141869
2238,Moosa,Loggerhead,37066.0,64.2,1.1241277743810716
2246,Charles,Loggerhead,38.5,6.8,0.8326124567474049
2256,Zarka,Green Turtle,3240.0,27.9,1.040582726326743
2267,Batz,Red Ear Slider,602.5,15.3,1.2868982015464137
2427,Jambo,Green Turtle,4300.0,32.0,1.0498046875
3099,shokey,Unidentified Terapin,496.0,16.8,0.8786848072562358
3100,barkan,Unidentified Terapin,335.0,14.0,1.7091836734693877
3101,Tzipy,Red Ear Slider,1116.0,20.0,1.395
3106,Baraka,Loggerhead,47300.0,72.0,1.0138031550068587
3110,Hofesh 6874,Green Turtle,41480.0,70.0,0.9405895691609977
3111,Rotem,Loggerhead,31040.0,62.2,1.0028845855605297
3116,Machloof,Loggerhead,37080.0,63.8,1.138697536384273
3144,kummi2,Loggerhead,965.0,20.0,1.20625
3202,Ganan,Red Ear Slider,8.5,3.4,0.7352941176470589
3819,Yoad,Loggerhead,352.0,13.8,1.8483511867254776
3858,Aidel,Loggerhead,279.0,12.5,1.7856
3859,Jolean,Loggerhead,1340.0,22.5,1.3234567901234568
3860,Frankenstain,Loggerhead,55580.0,71.6,1.204619775357268
3864,Donatelo,Loggerhead,59.0,8.8,0.7618801652892561
3865,Michaelangelo,Loggerhead,61.0,9.1,0.7366260113512861
3866,Sarusi,Green Turtle,5200.0,35.0,1.0612244897959184
3867,Gifa,Loggerhead,37000.0,62.0,1.2031737773152966
3868,Arale',Loggerhead,4300.0,33.0,0.9871441689623508
3869,Atcha,Green Turtle,29300.0,64.0,0.8941650390625
3870,Asaf,Green Turtle,84.5,9.8,0.8798417326114117
3871,Tzabi,Loggerhead,64.0,7.6,1.10803324099723
3872,Carmel,Loggerhead,127.5,10.5,1.1564625850340136
3885,Yoss,Green Turtle,491.0,15.5,1.0218522372528616
3965,Mary,Loggerhead,36240.0,68.0,0.8708189158016147
4071,Aharon,Loggerhead,43080.0,68.7,1.0141909037811099
4074,351,Loggerhead,37000.0,65.0,1.0946745562130178
4077,Shever,Loggerhead,40980.0,69.0,0.95638171252538
4079,Etya,Nile Softshell,1040.0,24.0,0.9027777777777778
4111,-Stranded-,Red Ear Slider,1001.5,21.0,1.1354875283446713
4130,Optimist,Green Turtle,3320.0,29.0,0.9869203329369798
4142,hariba 2,Green Turtle,9000.0,46.8,0.6848564540872234
4143,August,Green Turtle,40.0,6.1,1.0749798441279228
4145,Zion,Loggerhead,12.5,4.0,0.78125
4146,Eilat 6,Hawksbill Turtle,22900.0,57.0,0.8810403200984919
4152,Eilat13,Hawksbill Turtle,30000.0,62.5,0.96
4153,Eilat10,Hawksbill Turtle,56600.0,75.0,1.1180246913580247
4156,Moshe Hakatan,Loggerhead,16080.0,52.0,0.9911242603550297
4162,Gal,Green Turtle,16.0,5.2,0.5917159763313609
4163,Mazooli angelina,Green Turtle,3880.0,29.0,1.1533888228299642
4174,shlomo,Green Turtle,26.0,5.9,0.7469118069520252
4190,Yonah yoni,Loggerhead,34360.0,65.5,0.8898730325220624
4203,Hertzog,Loggerhead,10820.0,43.7,1.1331682105472614
4206,Halel2,Red Ear Slider,745.0,17.4,1.2303474699431896
4208,Shir,Loggerhead,328.0,13.3,1.8542597094239357
4211,Blank,Loggerhead,388.5,15.6,0.7982001972386589
4213,Hedra syrian spadefoot toad,Common Spadefoot,116.0,10.0,1.16
4234,Adi,Loggerhead,44520.0,69.3,1.0300212320414341
4235,tal,Loggerhead,34520.0,67.0,0.8544342961807876
4236,Sofer,Green Turtle,2300.0,26.8,0.8005680552461573
4238,Microscop (Nimrod2),Loggerhead,25140.0,59.5,0.887649177317986
4240,Yoel,Loggerhead,24.5,5.3,0.8721965112139551
4242,Zohar,Loggerhead,11340.0,46.5,0.8740894901144641
4243,Udi,Loggerhead,1432.0,22.2,1.4528041555068583
4244,Aviv,Loggerhead,4080.0,37.0,0.5960555149744339
4245,Merkava,Loggerhead,43000.0,67.5,1.0486206370980033
4247,Zeev Asher,Green Turtle,777.0,21.0,0.8809523809523809
4261,Shy,Loggerhead,40000.0,67.0,0.9900745031063588
4264,Shayko,Loggerhead,13980.0,50.0,0.9319999999999999
4269,Zohar2,Loggerhead,19920.0,63.0,0.6273620559334845
4270,boker,Loggerhead,45400.0,72.3,0.9650209658244413
4271,Michael,Nile Softshell,44200.0,83.0,0.6416025547975033
4273,Shlomi,Loggerhead,7760.0,39.5,0.9947123858356033
4274,Dima,Green Turtle,48080.0,73.5,0.9888883746998423
4275,Oren,Loggerhead,29980.0,69.5,0.6896353420860435
4276,Omer,Nile Softshell,31380.0,78.5,0.5092295833502373
4277,Yatir Haktan,Green Turtle,119.5,10.2,1.1485966935793925
4281,Hamodi,Green Turtle,3920.0,30.4,1.0604224376731302
4286,female001,Red Ear Slider,792.0,18.3,1.1824778285407147
4287,female002,Red Ear Slider,1112.0,21.5,1.202812330989724
4288,female003,Unidentified Terapin,1977.0,25.0,1.5816
4289,female004,Red Ear Slider,1126.0,20.6,1.326703742105759
4290,female005,Red Ear Slider,965.0,19.0,1.3365650969529086
4291,female006,Red Ear Slider,1278.0,21.9,1.3323325201726404
4292,female007,Red Ear Slider,2102.0,25.0,1.6816
4293,female008,Unidentified Terapin,697.0,18.4,1.0293596408317582
4294,female009,Red Ear Slider,802.0,18.2,1.210602584228958
4295,female010,Red Ear Slider,1461.0,22.3,1.4689617728086226
4296,female011,Red Ear Slider,1818.0,26.1,0.6671951380631523
4297,female012,Red Ear Slider,1083.0,20.2,1.3270757768846193
4298,female013,Red Ear Slider,1271.0,20.0,1.58875
4299,female014,Red Ear Slider,815.0,19.8,1.0394347515559637
4300,female015,Red Ear Slider,612.0,17.4,1.0107015457788349
4301,female016,Unidentified Terapin,1370.0,23.0,1.2948960302457466
4302,female017,Red Ear Slider,353.0,14.6,0.8280165134171514
4303,פאקצה female018,Red Ear Slider,2134.0,25.8,0.8014842858001322
4304,male018,Red Ear Slider,366.0,14.2,0.9075580242015474
4305,male019,Red Ear Slider,606.0,16.2,1.1545496113397349
4306, male020,Red Ear Slider,349.0,14.0,1.780612244897959
4307,male021,Red Ear Slider,700.0,19.3,0.9396225402024215
4308,male022,Red Ear Slider,435.0,15.5,0.9053069719042663
4309,male023,Red Ear Slider,348.0,13.6,1.8814878892733566
4310,male024,Red Ear Slider,398.0,15.1,0.8727687382132363
4311,male025,Red Ear Slider,295.0,13.0,1.7455621301775148
4312,male026,Red Ear Slider,920.0,20.5,1.0945865556216539
4322,refael,Loggerhead,33900.0,68.7,0.798075014813826
4323,Aswad (Wasim),Loggerhead,36340.0,65.7,0.9354308194337939
4324,female18,Red Ear Slider,882.0,18.2,1.3313609467455623
4325,YannaitRegel?,Loggerhead,50360.0,77.0,0.8493843818519144
4326,female19,Red Ear Slider,45.7,17.0,0.07906574394463668
4329,Bucket Oshri,Green Turtle,1050.0,20.0,1.3125
4337,Moris,Loggerhead,29680.0,61.0,0.9970438054286482
4342,Nidal,Green Turtle,2945.0,29.2,0.8634945580784388
4343,moshiko,Loggerhead,803.0,19.2,1.0891384548611112
4344,shoko,Loggerhead,6880.0,37.2,0.9943346051566653
4345,shimshon,Loggerhead,713.0,17.1,1.2191785506651618
4347,Barvaz,Green Turtle,4860.0,32.6,1.1432496518499002
4373,lior,Green Turtle,2160.0,24.5,1.799250312369846
4380,Yerach,Loggerhead,37780.0,67.5,0.9213229690595947
4384,Eli,Green Turtle,389.0,15.9,0.769352478145643
4385,stav,Loggerhead,25.0,5.5,0.8264462809917356
4386,female22,Red Ear Slider,791.0,18.3,1.180984800979426
4393,Mantin,Loggerhead,32140.0,65.0,0.9508875739644971
4394,Batz,Green Turtle,19780.0,54.5,1.1098953511208371
4403,Neta,Loggerhead,27.5,6.0,0.7638888888888888
4413,Dirty harry,Loggerhead,26800.0,51.0,1.717288222478534
4498,Naim,Loggerhead,61080.0,77.0,1.0301905886321472
4502,Erez (nachsholim),Green Turtle,242.0,12.3,1.5995769713794696
4503,Tina,Loggerhead,102.0,9.4,1.1543684925305566
4504,Sharon,Loggerhead,79.0,8.1,1.2040847431793933
4505,Yoval,Green Turtle,70.0,8.4,0.992063492063492
4507,Joshua,Loggerhead,120.0,10.3,1.131115090960505
4539,Awasa,Nile Softshell,14040.0,53.9,0.8054495200002753
4772,Adi (kodo),Loggerhead,53780.0,75.0,1.062320987654321
4838,Dvash,Loggerhead,160.0,10.5,1.4512471655328798
4839,Saleit,Loggerhead,44950.0,71.3,0.9824447290146419
4857,Rami,Green Turtle,5800.0,39.9,0.7286386392045276
4879,Minime,Green Turtle,1841.0,24.7,1.508793784523595
4880,Nadav,Loggerhead,169.0,10.1,1.6567003234976965
4884,Mika,Loggerhead,24380.0,58.8,0.8814325049747791
4887,Ali,Loggerhead,35040.0,67.8,0.8469586353524017
4888,Omis,Loggerhead,51400.0,79.7,0.8091824895428118
4907,Eran,Green Turtle,21860.0,60.4,0.7490077189596948
4941,Meira,Green Turtle,26160.0,59.5,0.923663583080291
4943,Haim,Loggerhead,43220.0,67.6,1.0508696785437797
4950,Ofek,Loggerhead,35240.0,65.5,0.9126637271850255
5039,Rotem,Loggerhead,78.0,8.4,1.1054421768707483
5041,Michelle,Loggerhead,197.0,9.9,2.009998979695949
5042,Haim junior,Loggerhead,216.0,12.6,1.360544217687075
5045,Eran,Loggerhead,757.0,17.5,1.2359183673469387
5052,Nissim,Loggerhead,51.0,7.5,0.9066666666666666
5095,Yarden,Loggerhead,167.0,12.7,1.0354020708041416
5101,Heaven,Caspian Turtle,760.0,22.2,0.7710413115818522
5121,x,Nile Softshell,14.5,6.0,0.4027777777777778
5131,shpitser,Loggerhead,14.0,3.9,0.9204470742932281
5136,Larine,Loggerhead,23900.0,59.4,0.8467106531079596
5137,Marlen,Loggerhead,38.0,6.7,0.8465137001559367
5148,Tzvika,Loggerhead,29320.0,62.3,0.9442736822035974
5152,shirnaway,Red Ear Slider,140.0,10.3,1.3196342727872559
5156,Shimshon,Loggerhead,34.0,6.2,0.8844953173777315
5157,Eitan,Loggerhead,23500.0,62.0,0.7641779396462018
5163,Gibor,Loggerhead,36680.0,65.2,0.9587196440295916
5165,Chatcho,Green Turtle,4260.0,29.5,1.2237862683137029
5175,Tavori Shimi,Red Ear Slider,351.0,14.0,1.7908163265306123
5187,Itay,Loggerhead,36450.0,63.6,1.1264017443930223
5190,Nissan,Loggerhead,41620.0,69.2,0.9657114430077107
5191,Terano,Green Turtle,103.0,9.2,1.2169187145557658
5193,Idan,Loggerhead,122.0,8.8,1.5754132231404956
5194,Peretz,Loggerhead,106.0,8.9,1.3382148718596136
5195,Rotem,Loggerhead,92.0,9.2,1.0869565217391306
5196,Luigi,Loggerhead,155.0,9.6,1.681857638888889
5244,Odelia,Loggerhead,44520.0,67.2,1.095403439153439
5245,Hadas,Loggerhead,44500.0,70.0,1.0090702947845804
5246,Yeudit,Loggerhead,51580.0,74.3,1.0381526116542394
5263,Calanit,Loggerhead,46.0,7.0,0.9387755102040817
5264,Shachaf,Green Turtle,30020.0,60.0,1.042361111111111
5267,Gihad,Loggerhead,185.0,10.7,1.615861647305442
5268,Seven,Loggerhead,99.0,11.0,0.8181818181818182
5269,Meirav,Loggerhead,39280.0,67.2,0.9664745527840766
5270,Tzahi,Loggerhead,21040.0,56.1,0.8356607916217856
5271,Shiva,Loggerhead,324.0,12.8,1.9775390624999996
5272,Nitzan,Loggerhead,185.0,10.4,1.71042899408284
5273,Navara,Green Turtle,24680.0,60.2,0.8512599198684341
5275,Avi,Loggerhead,72.0,9.0,0.8888888888888888
5276,Edwin,Loggerhead,29720.0,62.6,0.9480039604364645
5277,Moish,Green Turtle,1972.0,26.0,0.7292899408284024
5278,Dustin,Green Turtle,28040.0,62.0,0.9118106139438086
5280,Hofit,Loggerhead,76.0,8.0,1.1875
5281,Or-el,Green Turtle,11740.0,46.0,0.9247006931316951
5282,Shimshon,Green Turtle,1580.0,25.0,1.264
5283,Shtaym,Loggerhead,45140.0,69.8,1.0294569739894492
5284,yossi fisherman,Green Turtle,33000.0,61.6,1.087082560296846
5285,Hummi,Loggerhead,129.0,9.4,1.4599366229062922
5286,Daniel,Green Turtle,7760.0,37.8,1.0861957951905044
5287,Gili,Loggerhead,6520.0,37.0,0.9525200876552228
5288,Louie,Green Turtle,265.0,11.6,1.9693816884661117
5291,Arie,Loggerhead,118.0,11.0,0.9752066115702479
5292,Coco,Loggerhead,75.0,8.8,0.9684917355371899
5293,Snake,Loggerhead,34140.0,66.4,0.8603691875937484
5296,Gal,Loggerhead,112.0,9.6,1.215277777777778
5297,Friedman,Unidentified Turtle,1075.0,23.9,0.9409849267344761
5298,Nissan Junior,Green Turtle,151.0,9.9,1.540659116416692
5299,Guy Junior,Loggerhead,89.0,8.9,1.1235955056179774
